Type,Date,Num,Source-Name,Part-Num,Item-Description,Location,Unit-Qty,Unit-Price,Cost,Cat1
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,200.0,0.19,38.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,200.0,0.07,14.000000000000002,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.12,12.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.12,12.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.1,10.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,400.0,0.13,52.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.15,15.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.16,16.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.18,18.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.24,24.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.08,8.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.09,9.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.09,9.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.08,8.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,200.0,0.11,22.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.18,18.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.08,8.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.1,10.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.1,10.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.15,15.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.15,15.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.17,17.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.09,9.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.08,8.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.08,8.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.05,5.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.02,2.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,200.0,0.02,4.0,
Purchase Order,2023-09-14,55150.0,Monroe Fasteners LLC,Misc,Misc Item,,50.0,1.45,72.5,
Purchase Order,2023-09-14,55150.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.09,9.0,
Purchase Order,2023-09-14,55150.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.1,10.0,
Purchase Order,2023-09-14,55150.0,Monroe Fasteners LLC,Misc,Misc Item,,200.0,0.15,30.0,
Purchase Order,2023-09-14,55150.0,Monroe Fasteners LLC,Misc,Misc Item,,200.0,0.2,40.0,
Purchase Order,2023-09-14,55150.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.26,26.0,
Purchase Order,2023-09-14,55150.0,Monroe Fasteners LLC,Misc,Misc Item,,1000.0,0.02,20.0,
Purchase Order,2023-10-27,55257.0,ALRECO,Misc,Misc Item,,1.0,166.0,166.0,
Purchase Order,2023-11-14,55295.0,"American Feeding Systems, Inc.",Misc,Misc Item,,1.0,128.0,128.0,
Purchase Order,2023-12-12,55331.0,"Curbell Plastics, Inc.",Misc,Misc Item,,1.0,15.0,15.0,
Purchase Order,2023-08-23,55079.0,Motion Industries,NART10VUUR,"Shaft-Mount Track Roller, Steel Crowned, with Seal, 30 mm Diameter, 14 mm Wide",470.301,3.0,50.18,150.54,Side Seal Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",NCDMC125-1000,SMC AIR CYL. 1-1/4 BORE,216.301,4.0,57.98,231.92,Unwind/Punch Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",NCQ2B80-25DM,SMC Air Cylinder,130.322,6.0,75.59,453.54,Main Frame
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",NCQ2B80-25DM,SMC Air Cylinder,230.310,4.0,75.59,302.36,Unwind/Punch Station
Purchase Order,2023-05-31,54911.0,Fiero Automation,ND8-24-20-B-102-LT-IP65,"NOOK Linear Acme Screw Actuator, 102mm Travel",,2.0,946.12,1892.24,
<Stock>,,,,ND8-24-20-B-102-LT-IP65 DC 24V,Ball Screw Acutator Travel Length 102mm  ,212.301,2.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,NFPA79H,"DOOR KIT, FOR R9, H-FRAME DISCONNECTS",002.342,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,NFPA79H,"DOOR KIT, FOR R9, H-FRAME DISCONNECTS",007.315,1.0,0.0,0.0,Spout Station
<Stock>,,,,NFPA79H,"DOOR KIT, FOR R9, H-FRAME DISCONNECTS",008.315,1.0,0.0,0.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,OP-88245,KEYENCE OP-88245 Amplifier Securing Bracket,343.326,1.0,3.0,3.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,OP-88245,KEYENCE OP-88245 Amplifier Securing Bracket,344.326,1.0,3.0,3.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,OP-88245,KEYENCE OP-88245 Amplifier Securing Bracket,650.314,1.0,3.0,3.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,OP-88245,KEYENCE OP-88245 Amplifier Securing Bracket,660.314,1.0,3.0,3.0,Cap Station
<Stock>,,,,P35-8MGT-30,Gates P35-8MGT-30 Pully,130.312,0.0,0.0,0.0,Main Frame
<Stock>,,,,P35-8MGT-30,Gates P35-8MGT-30 Pully,132.301,5.0,0.0,0.0,Main Frame
<Stock>,,,,P35-8MGT-30,Gates P35-8MGT-30 Pully,133.301,5.0,0.0,0.0,Main Frame
<Stock>,,,,P35-8MGT-30,Gates P35-8MGT-30 Pully,230.316,0.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-11-09,55283.0,"Curbell Plastics, Inc.","PC,CLR,0.220x12.600x80.236,TPA",Material for GF12.270.01.B,,2.0,68.5,137.0,
Purchase Order,2023-12-12,55331.0,"Curbell Plastics, Inc.","PC,CLR,0.250x30.840x65.930",30.84X65.93IN POLYCARB (1676MMX784MM)  FOR GF12.150.09.A,,1.0,124.85,124.85,
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS19C50,PREVOST 2in ID L Junction,170.302,4.0,38.0,152.0,Main Frame
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS19C50,PREVOST 2in ID L Junction,<Extra>,3.0,38.0,114.0,
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1BO50,PREVOST 2in ID End Cap,170.305,2.0,24.0,48.0,Main Frame
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1BO50,PREVOST 2in ID End Cap,<Extra>,1.0,24.0,24.0,
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1BT50203,PREVOST 2in ID to 1/2 NPT Fitting,170.304,15.0,29.0,435.0,Main Frame
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1BT50203,PREVOST 2in ID to 1/2 NPT Fitting,<Extra>,5.0,29.0,145.0,
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1CI50UNC,"PREVOST 2in ID Pipe Mounting M8 Thread, 5pk",<Extra>,3.0,4.0,12.0,
Purchase Order,2023-10-31,55263.0,"Compression Leasing Services, Inc.",PC7PPS1CI50UNC,"PREVOST 2in ID Pipe Mounting M8 Thread, 5pk",<Extra>,7.0,4.0,28.0,
Purchase Order,2023-10-31,55263.0,"Compression Leasing Services, Inc.",PC7PPS1CLE50,"TIGHTENING WRENCH, 2IN SIZE",,0.0,22.64,0.0,
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1MF50207,PREVOST 2in ID to 1 1/2 NPT,170.309,1.0,26.0,26.0,Main Frame
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1MF50207,PREVOST 2in ID to 1 1/2 NPT,<Extra>,1.0,26.0,26.0,
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1TE50,PREVOST 2in ID T Junction,170.301,1.0,56.0,56.0,Main Frame
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPS1TE50,PREVOST 2in ID T Junction,<Extra>,1.0,56.0,56.0,
Purchase Order,2023-10-31,55263.0,"Compression Leasing Services, Inc.",PC7PPS1UN50,"PREVOST ALUMINUM PIPE UNION, 2IN / 50MM",170.313,2.0,36.0,72.0,Main Frame
Purchase Order,2023-09-07,55123.0,"Compression Leasing Services, Inc.",PC7PPSTUB50L6,PREVOST 2in OD Aluminum Pipe,170.303,4.0,140.0,560.0,Main Frame
Purchase Order,2023-02-27,54759.0,"WESCO Distribution, Inc",PCLT-29B,"PMA CONDUIT, 29mm, 50M ROLL",,0.0,876.92,0.0,
<Stock>,,,,PEMR5A,PROTECTIVE EARTH MODULE,004.318,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,PEMR5A,PROTECTIVE EARTH MODULE,005.321,1.0,0.0,0.0,Cross Seal Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",PETS10-98-SC50-M6-N4,MISUMI Circular Post 10mm OD 98mm L,342.335,8.0,25.33,202.64,Spout Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",PETS15-214.4-SC50-M6-N6,MISUMI Circular Post 15mm OD 214.4mm L,343.324,2.0,54.52,109.04,Spout Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",PETS15-214.4-SC50-M6-N6,MISUMI Circular Post 15mm OD 214.4mm L,344.324,2.0,54.52,109.04,Spout Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",PETS25-195.9-SC50-M8-N8,MISUMI Circular Post 25mm OD 195.9mm L,343.323,4.0,37.13,148.52,Spout Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",PETS25-195.9-SC50-M8-N8,MISUMI Circular Post 25mm OD 195.9mm L,344.323,4.0,37.13,148.52,Spout Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",PETS25-212-SC50-M8-N8,MISUMI Circular Post 25mm OD 212mm L,342.334,8.0,57.16,457.28,Spout Station
<Stock>,,,,PHB1N12F,"Disconnect switch Pistol Handle, Black, Padlockable and Defeatable, TYPE 1, 3R, and 12",002.344,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,PHB1N12F,"Disconnect switch Pistol Handle, Black, Padlockable and Defeatable, TYPE 1, 3R, and 12",007.317,1.0,0.0,0.0,Spout Station
<Stock>,,,,PHB1N12F,"Disconnect switch Pistol Handle, Black, Padlockable and Defeatable, TYPE 1, 3R, and 12",008.317,1.0,0.0,0.0,Cap Station
Purchase Order,2023-08-30,55118.0,Finishing Professionals,PLATING - CLEAR ZINC,BATCH OF CLEAR ZINC PLATING,,1.0,206.0,206.0,
Purchase Order,2023-10-05,55188.0,Denver Metal Finishing,PLATING - CLEAR ZINC,BATCH OF CLEAR ZINC PLATING,,1.0,110.0,110.0,
Purchase Order,2023-10-12,55208.0,Denver Metal Finishing,PLATING - CLEAR ZINC,BATCH OF CLEAR ZINC PLATING,,1.0,110.0,110.0,
Purchase Order,2023-11-28,55314.0,Monroe Fasteners LLC,PMF1411280,DEWALT PFM1411280 - 3/8 X 4 SCREWBOLT ANCHOR ZINC,,100.0,1.65,165.0,
Purchase Order,2023-09-19,55158.0,Professional Plastics,PPCCL.315UCHANNEL8MM,DG0001	0.315 (8MM) CLEAR POLYCARBONATE U-CHANNEL X 12FT,,8.0,11.31,90.48,
<Stock>,,,,PQC-1351,PLUG-IN RELAY CLIP,002.336,4.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",331.302,1.0,168.0,168.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",343.325,2.0,168.0,336.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",344.325,2.0,168.0,336.0,Spout Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",631.302,1.0,168.0,168.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",651.301,2.0,168.0,336.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",652.301,2.0,168.0,336.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",655.305,1.0,168.0,168.0,Cap Station
Purchase Order,2023-08-23,55077.0,Keyence Corporation,PR-G41CP,"Self-Contained Metal Photoeye, Reflective, 500mm, PNP, M8 4-pin",665.305,1.0,168.0,168.0,Cap Station
Purchase Order,2023-08-02,55026.0,"Misumi USA, Inc.",PSFJ30-610,"Misumi Linear Shaft - Straight, Precision 610mm",414.304,16.0,75.98,1215.68,Side Seal Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",PSFU20-1270,"MISUMI Hardened Steel Linear Shaft, 20mm OD 1270mm L",640.308,4.0,92.55,370.2,Cap Station
<Stock>,,,,QY-1-(13)-DM-U2-02-B0,"CIRCUIT BREAKER, 80VDC RATED, U2 TRIP CURVE, 1POLE, 2A",001.333,2.0,0.0,0.0,Main Controls
<Stock>,,,,QY-1-(13)-DM-U2-04-B0,"CIRCUIT BREAKER, 80VDC RATED, U2 TRIP CURVE, 1POLE, 4A",001.334,4.0,0.0,0.0,Main Controls
<Stock>,,,,QY-1-(13)-DM-U2-04-B0,"CIRCUIT BREAKER, 80VDC RATED, U2 TRIP CURVE, 1POLE, 4A",002.319,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,QY-1-(13)-DM-U2-07-B0,"CIRCUIT BREAKER, 80VDC RATED, U2 TRIP CURVE, 1POLE, 7A",001.335,2.0,0.0,0.0,Main Controls
<Stock>,,,,QY-1-(13)-DM-U2-08-B0,"CIRCUIT BREAKER, 80VDC RATED, U2 TRIP CURVE, 1POLE, 8A",002.333,2.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,QY-1-(13)-DM-U2-10-B0,"CIRCUIT BREAKER, 80VDC RATED, U2 TRIP CURVE, 1POLE, 10A",001.336,2.0,0.0,0.0,Main Controls
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",R037551023,"BRL Clamping Fixture - CKx-110, -145",720.302,8.0,10.45,83.6,Delivery/Cutoff Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R160510331 L-1200mm T-30mm,"15mm Ball Rail, hole punch frame",241.301,4.0,365.86,1463.44,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R160520131 L-176mm  T-28mm,"25mm Ball Rail, Nips",130.310,6.0,87.94,527.64,Main Frame
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R160520131 L-176mm  T-28mm,"25mm Ball Rail, Nips",230.308,4.0,87.94,351.76,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R160520131 L-236mm  T-28mm,"25mm Ball Rail, Unwind Rolls",211.302,12.0,113.18,1358.16,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R162219320,15mm runner block,341.312,4.0,103.74,414.96,Spout Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R162219320,15mm runner block,530.301,8.0,103.74,829.92,Cross Seal Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R162219320,15mm runner block,640.301,4.0,103.74,414.96,Cap Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-1140mm T-30mm,"15mm Ball Rail, assy 340, spout lift and spout seal",341.301,4.0,466.46,1865.84,Spout Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-1740mm T-30mm,"15mm Ball Rail, assy 113, spout adjustment",113.301,4.0,693.76,2775.04,Main Frame
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-356mm T-28mm,"15mm Ball Rail, assy 640, pick n place",650.301,2.0,148.24,296.48,Cap Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-356mm T-28mm,"15mm Ball Rail, assy 640, pick n place",660.301,2.0,148.24,296.48,Cap Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-400mm T-20mm,.400 Side Rail THREE SHORT option,472.301,24.0,170.97,4103.28,Side Seal Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-615mm T-37.5mm,"15mm Ball Rail, assy 250, compensator",250.308,4.0,261.89,1047.56,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-680mm T-10mm,"15mm Ball Rail, assy 114, cross seal adjustment",114.301,2.0,284.62,569.24,Main Frame
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164510341 L-680mm T-10mm,"15mm Ball Rail, assy 114, cross seal adjustment",115.302,2.0,284.62,569.24,Main Frame
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164520341 L-1926mm  T-33mm,"25mm Ball Rail, Cap Bowl",610.301,2.0,791.65,1583.3,Cap Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R164520341 L-2120mm T-10mm,"25mm Ball Rail, Spout Bowl",310.301,2.0,862.49,1724.98,Spout Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165111320,"BRL GOTO Runner Block, steel Standard Width",415.301,24.0,109.21,2621.04,Side Seal Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165119370,"15mm runner block, flanged",342.301,8.0,147.44,1179.52,Spout Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165119370,"15mm runner block, flanged",343.301,4.0,147.44,589.76,Spout Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165119370,"15mm runner block, flanged",344.301,4.0,147.44,589.76,Spout Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165129420,"BRL GOTO Runner Block, Size 25, Steel, Standard Width",130.311,6.0,138.68,832.08,Main Frame
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165129420,"BRL GOTO Runner Block, Size 25, Steel, Standard Width",220.301,12.0,138.68,1664.16,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165129420,"BRL GOTO Runner Block, Size 25, Steel, Standard Width",230.309,4.0,138.68,554.72,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165129420,"BRL GOTO Runner Block, Size 25, Steel, Standard Width",320.301,4.0,138.68,554.72,Spout Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R165129420,"BRL GOTO Runner Block, Size 25, Steel, Standard Width",620.301,4.0,138.68,554.72,Cap Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R166619420,"15mm runner block, short",243.301,6.0,79.04,474.24,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R166619420,"15mm runner block, short",244.301,6.0,79.04,474.24,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R166619420,"15mm runner block, short",250.309,0.0,79.04,0.0,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R166619420,"15mm runner block, short",252.302,4.0,79.04,316.16,Unwind/Punch Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R166619420,"15mm runner block, short",650.315,2.0,79.04,158.08,Cap Station
Purchase Order,2023-06-16,54942.0,"AAP Automation, Inc.",R166619420,"15mm runner block, short",660.315,2.0,79.04,158.08,Cap Station
<Stock>,,,,R4H3030FCC,"DISCONNECT SWITCH, FUSIBLE, 3-POLE, TYPE CC FUSES, 30A MAXIMUM RATING, 100KA SCCR",002.340,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,R4H3030FCC,"DISCONNECT SWITCH, FUSIBLE, 3-POLE, TYPE CC FUSES, 30A MAXIMUM RATING, 100KA SCCR",007.313,1.0,0.0,0.0,Spout Station
<Stock>,,,,R4H3030FCC,"DISCONNECT SWITCH, FUSIBLE, 3-POLE, TYPE CC FUSES, 30A MAXIMUM RATING, 100KA SCCR",008.313,1.0,0.0,0.0,Cap Station
<Stock>,,,,R5A3030U,"DISCONNECT SWITCH, NON-FUSIBLE, 30A, 10KA SCCR W/TYPE J FUSE",004.310,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,R5A3030U,"DISCONNECT SWITCH, NON-FUSIBLE, 30A, 10KA SCCR W/TYPE J FUSE",005.310,1.0,0.0,0.0,Cross Seal Station
Purchase Order,2023-06-12,54933.0,Buyrexroth,R911172543,"BRC S20-DI-16/1 IO Block, 16 Point-Digital Input",001.305,4.0,389.38,1557.52,Main Controls
Purchase Order,2023-05-15,54893.0,"AAP Automation, Inc.",R911173397,BRC XFE01.1-FB-03 BUS ADAPTOR,<Extra>,1.0,1233.18,1233.18,
Purchase Order,2023-06-12,54930.0,"AAP Automation, Inc.",R911173397,BRC XFE01.1-FB-03 BUS ADAPTOR,<Extra>,1.0,1233.18,1233.18,
Purchase Order,2023-03-27,54822.0,Radwell International,R911306775,BRC HNL01.1E-1000-N0012-A-500-NNNN CHOKE,001.303,1.0,325.0,325.0,Main Controls
Purchase Order,2023-08-18,55058.0,Buyrexroth,R911328253,"BRC RLS0778/K06 DC Buss Connector, Power connectors: RLS",,8.0,29.9,239.2,
Purchase Order,2023-05-15,54893.0,"AAP Automation, Inc.",R911370638,"BRC PLC, XM2200.01-01-31-31-301-NN-101NNNN",001.304,1.0,4261.51,4261.51,Main Controls
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911371236,"BRC RG2-002ABB-NN-015,0 - Encoder cable ready-made: RG2",230.311,2.0,221.67,443.34,Unwind/Punch Station
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911371997,"BRC RG2-002ABB-NN-010,0 - 10 Meter Encoder extension cable",130.324,3.0,183.86,551.58,Main Frame
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911371997,"BRC RG2-002ABB-NN-010,0 - 10 Meter Encoder extension cable",220.303,2.0,183.86,367.72,Unwind/Punch Station
<Stock>,,,,R911372053,"BRC RH2-021DBB-NN-015,0 - 15m Hybrid Servo Cable",422.307,2.0,0.0,0.0,Side Seal Station
<Stock>,,,,R911372053,"BRC RH2-021DBB-NN-015,0 - 15m Hybrid Servo Cable",720.304,1.0,0.0,0.0,Delivery/Cutoff Station
<Stock>,,,,R911372053,"BRC RH2-021DBB-NN-015,0 - 15m Hybrid Servo Cable",820.302,1.0,0.0,0.0,Delivery/Cutoff Station
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911372064,"BRC RH2-023DBB-NN-010,0",422.306,1.0,475.95,475.95,Side Seal Station
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911372064,"BRC RH2-023DBB-NN-010,0",512.306,1.0,475.95,475.95,Cross Seal Station
<Stock>,,,,R911372064,"BRC RH2-023DBB-NN-010,0 - 10m Hybrid Servo Cable",522.306,1.0,0.0,0.0,Cross Seal Station
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911380257,"BRC RL2-043DBB-NN-010,0",130.323,3.0,481.35,1444.0500000000002,Main Frame
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911380257,"BRC RL2-043DBB-NN-010,0",220.304,2.0,481.35,962.7,Unwind/Punch Station
Purchase Order,2023-06-15,54940.0,"AAP Automation, Inc.",R911380258,"BRC RL2-043DBB-NN-015,0",230.312,2.0,595.08,1190.16,Unwind/Punch Station
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911383478,BRC MS2N03-B0BYN-CMSH0-NNNNN-NN Servo Motor,720.305,1.0,1474.15,1474.15,Delivery/Cutoff Station
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911383478,BRC MS2N03-B0BYN-CMSH0-NNNNN-NN Servo Motor,820.305,1.0,1474.15,1474.15,Delivery/Cutoff Station
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911384424,BRC MS2N03-B0BYN-CSSK0-NNNNN-NN Servo Motor,,0.0,1324.34,0.0,
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911384572,BRC MS2N06-D0BNN-CMSK2-NNNNN-NN Servo Motor,412.303,3.0,2414.99,7244.969999999999,Side Seal Station
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911384572,BRC MS2N06-D0BNN-CMSK2-NNNNN-NN Servo Motor,422.303,3.0,2414.99,7244.969999999999,Side Seal Station
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911384572,BRC MS2N06-D0BNN-CMSK2-NNNNN-NN Servo Motor,512.303,1.0,2414.99,2414.99,Cross Seal Station
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911384572,BRC MS2N06-D0BNN-CMSK2-NNNNN-NN Servo Motor,522.303,1.0,2414.99,2414.99,Cross Seal Station
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911390100,BRC MS2N07-E0BNN-BMVG2-NNNNN-NN Servo Motor,133.304,5.0,3673.39,18366.95,Main Frame
Purchase Order,2022-11-16,54563.0,"AAP Automation, Inc.",R911390100,BRC MS2N07-E0BNN-BMVG2-NNNNN-NN Servo Motor,220.302,2.0,3673.39,7346.78,Unwind/Punch Station
<Stock>,,,,R9K3100FJ,"Disconnect Switch, Rotary, 100A, Class J fuses, 3 pole, 600V, K frame",001.342,1.0,0.0,0.0,Main Controls
<Stock>,,,,RFM1,"ROD OPERATOR, LINK BETWEEN FLANGE HANDLE AND SIDE OPERATED DISCONNECT SWITCH",001.344,1.0,0.0,0.0,Main Controls
Purchase Order,2023-11-27,55312.0,"Misumi USA, Inc.",RNTB100,Rubber Wheel for caster 100mm,,4.0,27.94,111.76,
